year,location,educational_qualification,field_of_study,gender,age_group,population_group,median_income,number_graduates
2016,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Korean,40600.0,60.0
2016,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Multiple visible minorities,49600.0,30.0
2016,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,46700.0,1110.0
2016,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,South Asian,46000.0,240.0
2016,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Southeast Asian,51900.0,30.0
2016,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,West Asian,58700.0,30.0
2016,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,61200.0,70.0
2016,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Chinese,36600.0,100.0
2016,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Not a visible minority,35800.0,130.0
2016,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Chinese,46000.0,130.0
2016,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,35500.0,300.0
2016,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Woman,35 to 64 years,Not a visible minority,21600.0,40.0
2016,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,41600.0,60.0
2016,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,38400.0,330.0
2016,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,South Asian,42500.0,30.0
2016,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,43800.0,40.0
2016,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,33000.0,60.0
2016,Manitoba,"Career, technical or professional training certificate","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,77000.0,40.0
2016,Manitoba,"Career, technical or professional training certificate","Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,99600.0,40.0
2016,Manitoba,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,40500.0,130.0
2016,Manitoba,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,54800.0,90.0
2016,Manitoba,"Career, technical or professional training certificate",Education [1],Woman,15 to 34 years,Not a visible minority,32400.0,50.0
2016,Manitoba,"Career, technical or professional training certificate",Education [1],Woman,35 to 64 years,Not a visible minority,35800.0,50.0
2016,Manitoba,"Career, technical or professional training certificate",Health and related fields [10],Man,15 to 34 years,Filipino,41700.0,30.0
2016,Manitoba,"Career, technical or professional training certificate",Health and related fields [10],Man,15 to 34 years,Not a visible minority,42600.0,20.0
2016,Manitoba,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Filipino,22700.0,30.0
2016,Manitoba,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,36500.0,200.0
2016,Manitoba,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,35600.0,50.0
2016,Manitoba,"Career, technical or professional training certificate","Mathematics, computer and information sciences [7]",Man,15 to 34 years,South Asian,31700.0,20.0
2016,Manitoba,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,65600.0,50.0
2016,Manitoba,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,40700.0,20.0
2016,Manitoba,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,43300.0,50.0
2016,Manitoba,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,40500.0,20.0
2016,Manitoba,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,39500.0,30.0
2016,Manitoba,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,43700.0,40.0
2016,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,46000.0,40.0
2016,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,59400.0,120.0
2016,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,51800.0,30.0
2016,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,57900.0,30.0
2016,Manitoba,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,47500.0,60.0
2016,Manitoba,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,40900.0,140.0
2016,Manitoba,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Filipino,55700.0,30.0
2016,Manitoba,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,66000.0,140.0
2016,Manitoba,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,63900.0,20.0
2016,Manitoba,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,41600.0,40.0
2016,Manitoba,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,47600.0,40.0
2016,Manitoba,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,45800.0,160.0
2016,Manitoba,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,40200.0,30.0
2016,Manitoba,Master's degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,73900.0,30.0
2016,Manitoba,Master's degree,Education [1],Man,35 to 64 years,Not a visible minority,131700.0,30.0
2016,Manitoba,Master's degree,Education [1],Woman,35 to 64 years,Not a visible minority,119600.0,70.0
2016,Manitoba,Master's degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,87300.0,40.0
2016,Manitoba,Master's degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,77700.0,120.0
2016,Manitoba,Master's degree,Health and related fields [10],Woman,35 to 64 years,Not a visible minority,94000.0,20.0
2016,Manitoba,Master's degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,Not a visible minority,72100.0,30.0
2016,Manitoba,Master's degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,54800.0,30.0
2016,Manitoba,Post-baccalaureate non-graduate diploma,Education [1],Man,15 to 34 years,Not a visible minority,115800.0,30.0
2016,Manitoba,Post-baccalaureate non-graduate diploma,Education [1],Man,35 to 64 years,Not a visible minority,116100.0,50.0
2016,Manitoba,Post-baccalaureate non-graduate diploma,Education [1],Woman,15 to 34 years,Not a visible minority,96400.0,100.0
2016,Manitoba,Post-baccalaureate non-graduate diploma,Education [1],Woman,35 to 64 years,Not a visible minority,109900.0,80.0
2016,Manitoba,Professional degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,120800.0,20.0
2016,Manitoba,Professional degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,79400.0,50.0
2016,Manitoba,Professional degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,71200.0,20.0
2016,Manitoba,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,46600.0,60.0
